"Table with row headers in Column A, and column headers in row 3",,,
Supplemental Table 1.,,,
Percentage of Workers Who Commuted by Bicycle in Small Cities: 2008Ð2012 ,,,
"(Total City Population of 20,000Ð99,999)1",,,
"(For information on confidentiality protection, sampling error, and definitions, see www.census.gov/acs/www/Downloads/data_documentation/ Accuracy
/ACS_Accuracy_of_Data_2012.pdf)",,,
City,Number of workers who commuted by bicycle,Percentage of workers,"Margin of 
error (±)2 "
"Fond du Lac city, Wisconsin ",258,1.2,0.5
"Forest Grove city, Oregon ",72,0.8,0.8
"Fort Dodge city, Iowa ",69,0.6,0.7
"Fort Lee borough, New Jersey ",5,0.0,0.1
"Fort Myers city, Florida ",292,1.2,0.6
"Fort Pierce city, Florida ",41,0.3,0.3
"Fort Smith city, Arkansas ",26,0.1,0.1
"Fort Walton Beach city, Florida ",77,0.8,0.6
"Foster City city, California ",68,0.5,0.3
"Fountain city, Colorado ",34,0.3,0.3
"Fountain Hills town, Arizona ",8,0.1,0.2
"Fountain Valley city, California ",106,0.4,0.2
"Frankfort city, Kentucky ",40,0.3,0.3
"Franklin city, Indiana ",21,0.2,0.2
"Franklin city, Tennessee ",45,0.1,0.2
"Franklin city, Wisconsin ",0,0.0,0.1
"Franklin Town city, Massachusetts ",44,0.3,0.4
"Frederick city, Maryland ",105,0.3,0.2
"Fredericksburg city, Virginia ",86,0.7,0.5
"Freeport city, Illinois ",106,1.0,0.7
"Freeport village, New York ",170,0.8,0.6
"Fremont city, Nebraska ",80,0.6,0.6
"Fridley city, Minnesota ",61,0.4,0.4
"Friendswood city, Texas ",25,0.1,0.2
"Gadsden city, Alabama ",8,0.1,0.1
"Gahanna city, Ohio ",24,0.1,0.2
"Gainesville city, Georgia ",11,0.1,0.1
"Gaithersburg city, Maryland ",148,0.5,0.4
"Galesburg city, Illinois ",89,0.7,0.5
"Gallatin city, Tennessee ",0,0.0,0.3
"Gallup city, New Mexico ",36,0.4,0.4
"Galt city, California ",0,0.0,0.4
"Galveston city, Texas ",586,2.7,0.7
"Garden City city, Kansas ",131,1.0,0.6
"Garden City city, Michigan ",44,0.4,0.3
"Garden City village, New York ",13,0.1,0.2
"Gardena city, California ",80,0.3,0.3
"Gardner city, Kansas ",0,0.0,0.3
"Gardner city, Massachusetts ",37,0.4,0.4
"Garfield city, New Jersey ",95,0.6,0.5
"Garfield Heights city, Ohio ",28,0.2,0.2
"Garner town, North Carolina ",0,0.0,0.3
"Gary city, Indiana ",59,0.2,0.2
"Gastonia city, North Carolina ",18,0.1,0.1
"Geneva city, Illinois ",26,0.3,0.3
"Georgetown city, Kentucky ",0,0.0,0.2
"Georgetown city, Texas ",19,0.1,0.1
"Germantown city, Tennessee ",0,0.0,0.2
"Gillette city, Wyoming ",30,0.2,0.3
"Gilroy city, California ",190,0.9,0.5
"Gladstone city, Missouri ",0,0.0,0.2
"Glen Cove city, New York ",25,0.2,0.2
"Glen Ellyn village, Illinois ",35,0.3,0.3
"Glendale Heights village, Illinois ",72,0.4,0.3
"Glendora city, California ",90,0.4,0.2
"Glenview village, Illinois ",44,0.2,0.2
"Gloucester city, Massachusetts ",69,0.5,0.4
"Golden Valley city, Minnesota ",190,1.8,1.6
"Goldsboro city, North Carolina ",79,0.6,0.3
"Goleta city, California ",844,5.4,1.3
"Goodyear city, Arizona ",16,0.1,0.1
"Goose Creek city, South Carolina ",61,0.3,0.2
"Goshen city, Indiana ",260,1.9,1.0
"Grand Forks city, North Dakota ",387,1.3,0.4
"Grand Island city, Nebraska ",175,0.7,0.5
"Grand Junction city, Colorado ",635,2.3,0.6
"Grandview city, Missouri ",0,0.0,0.3
"Granite City city, Illinois ",20,0.2,0.2
"Grants Pass city, Oregon ",181,1.4,0.7
"Grapevine city, Texas ",134,0.5,0.5
"Grayslake village, Illinois ",31,0.3,0.3
"Great Falls city, Montana ",272,1.0,0.4
"Greeley city, Colorado ",725,1.8,0.5
"Green city, Ohio ",0,0.0,0.2
"Greenacres city, Florida ",142,0.8,0.7
"Greenbelt city, Maryland ",24,0.2,0.2
"Greenfield city, Indiana ",40,0.4,0.5
"Greenfield city, Wisconsin ",55,0.3,0.3
"Greenville city, Mississippi ",10,0.1,0.1
"Greenville city, North Carolina ",181,0.4,0.2
"Greenville city, South Carolina ",72,0.3,0.2
"Greenville city, Texas ",0,0.0,0.4
"Greenwood city, Indiana ",28,0.1,0.1
"Greenwood city, South Carolina ",0,0.0,0.5
"Greer city, South Carolina ",25,0.2,0.3
"Griffin city, Georgia ",31,0.4,0.4
"Grove City city, Ohio ",40,0.2,0.2
"Gulfport city, Mississippi ",84,0.3,0.2
"Gurnee village, Illinois ",79,0.5,0.4
"Hackensack city, New Jersey ",96,0.4,0.4
"Hagerstown city, Maryland ",46,0.3,0.2
"Haines City city, Florida ",0,0.0,0.6
"Hallandale Beach city, Florida ",305,1.9,1.2
"Haltom City city, Texas ",45,0.2,0.2
"Hamilton city, Ohio ",53,0.2,0.2
"Hammond city, Indiana ",57,0.2,0.2
"Hammond city, Louisiana ",184,2.2,1.2
